"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100"
"1",0.0995949528007219,0.144135464726943,0.224101568310682,0.288805754936909,0.185983450058607,0.0554027497801146,0.0191096454840376,0.0206654510094535,0.0069373231903377,-0.00477126911904142,-0.0482322994025903,-0.0767708909648473,-0.0968037725275828,-0.0572561845863076,0.0446880639356412,0.125989264589234,0.159592450880074,0.0961921695832546,0.030983451075105,-0.00681670832227615,-0.06241029771937,-0.129533742160897,-0.273892354689422,-0.481154537577871,-0.527288069249298,-0.468719377469062,-0.330212670058945,-0.160442626151259,-0.0863239199229567,-0.0637185634175681,-0.0057295453157649,0.00761846755531692,0.0523679075648192,0.14241902865141,0.219790339870486,0.277174820248669,0.303164551306731,0.210753046462793,0.116633970065463,0.0592247479684925,0.0535929230987132,0.0888441744765428,0.119492164605846,0.0702172417050953,-0.049759589197726,-0.0786187184469228,-0.0638862453473366,-0.0489070806528523,-0.034773368280665,-0.0266786993183369,0.0157312732689277,0.01989718612043,0.013959949471408,0.00375340706653092,0.0467121666865415,0.113256947454204,0.070839836565399,-0.0414514886987557,-0.0850788058895928,-0.0815553387605019,0.00981917547329991,0.040715993759297,0.0991179817162978,0.170289210817919,0.238545551178718,0.345658344227881,0.410660846464663,0.296439287227553,0.169195962903748,0.0914601754929459,0.00738299528085108,-0.0155447491954727,-0.0500479764885272,-0.0645080202199229,-0.0119034540075441,0.048500916955916,0.111055482300274,0.138437158183005,0.133830097793603,0.116217587086648,0.0982399726218327,0.198841610023448,0.395763486588261,0.640689734176097,0.678920853588409,0.637070727093716,0.560394893433352,0.392805796505751,0.263758144438634,0.181135790359532,-0.0887913942692233,-0.128254500648321,-0.140109933372522,-0.0885580943855463,-0.0374234284479337,-0.0611123176498266,-0.0908768125105305,-0.0586988490203864,-0.0167193018781431,0.00836519042968181
"2",0.016656357399127,0.0296470419242392,0.0515333063976005,0.0581096398138757,-0.0517568101640963,-0.181644205145249,-0.208507810752989,-0.151941148064963,-0.107161935302674,-0.0797350399440949,-0.129113139827187,-0.195036057175323,-0.275860470530446,-0.30091997936076,-0.194376685734775,-0.103626568521812,-0.0655542612443784,-0.0658609850691243,-0.0709481915708932,-0.0698194999801372,0.0711871234646082,0.0769415043038377,0.0415629459922731,-0.048261247083601,-0.0900536058165406,-0.0341031718657444,0.100293677380716,0.157933251593108,0.122204307545603,0.0743829670625862,-0.0526016913181873,-0.0584577713981804,-0.0429497710668914,0.0230990903576975,0.111191333309513,0.187662391650294,0.231390488864305,0.171138649208541,0.0958773260873759,0.0472426150079782,0.0433724550280896,0.0763586642638975,0.0974216956903332,0.0340037563674509,-0.089727648076506,-0.119794971614349,-0.106236309096009,-0.0801575895419784,-0.0555539450585504,-0.0392242347672164,0.0523473977226397,0.0777941693328287,0.102473384117366,0.120481703955124,0.158180833562826,0.216745840469789,0.16255085003369,0.0172963420691021,-0.0517078010496816,-0.0597193929757759,0.0279419267349603,0.070651780818144,0.141571861667401,0.218366575470908,0.279091908027712,0.381719579981861,0.439761131053025,0.311777488788575,0.174632119252714,0.0923248809119085,0.0587798613034705,0.0574352677663749,0.046481254423447,0.044066906686065,0.0730289454663848,0.105232067757087,0.138479555144158,0.146065594182818,0.131869079340457,0.107705354485902,-0.133547018754361,-0.156899208900396,-0.146507041126036,-0.0857219609768375,-0.0512510719407835,-0.101020847489596,-0.178372023840496,-0.159230619273214,-0.0992099707903269,-0.0554146617971572,-0.0786202546888828,-0.112297329148278,-0.108588320756979,-0.0374418392903876,0.0204909643645197,0.00483705281393343,-0.0119547564674094,0.0130167941445821,0.0362906184143323,0.0427625596094963
"3",0.0491624597990254,0.0649002756385929,0.0975997174934942,0.111499030245091,-0.00660712864140519,-0.146503865109357,-0.192683489762274,-0.147965742746524,-0.108002781095675,-0.0833654540587037,-0.0958458776172506,-0.141461546428175,-0.193873183944578,-0.188569488457375,-0.0837206582397393,0.00313725482080187,0.0385983083967061,0.00870075292977191,-0.0227837569992639,-0.0413681446764012,0.0259222592031026,0.00755480895994524,-0.0663270422351133,-0.208539110725866,-0.252012641975462,-0.19099695333357,-0.0675211737112371,0.0256577268192439,0.0350034055311335,0.0169731745479748,-0.0291587305244415,-0.0299966302133542,-0.00652441092756402,0.0617926543166519,0.138217717470961,0.198967497175849,0.225393009610844,0.149205906690289,0.0731153824598034,0.0309781325295666,0.08931270372344,0.140581651292212,0.193304691520035,0.159397825656696,0.0286609501755599,-0.00827169480906663,0.00221264464660352,-0.00100740652347002,-0.00441936156590024,-0.00706305094695322,0.107320186098848,0.163060664839621,0.242385932413353,0.325478979604685,0.38826524910169,0.470330681656605,0.443115768439815,0.247457221222428,0.111724281309178,0.0493605802795436,-0.0544237346807211,-0.0547866189665248,-0.0457561187617691,-0.020764602629213,0.0546820941360693,0.166602102750367,0.237670484735891,0.171533371086901,0.0873685757777474,0.0372920195972559,-0.0351749775506578,-0.0842162035231729,-0.164212334706987,-0.233640297340511,-0.193044022058691,-0.14428083725984,-0.0992896471561307,-0.0282681226563902,0.0189522461229625,0.037019678914971,-0.0802176041811508,-0.0700683645612162,-0.0114288249210049,0.0910838244789196,0.123517791145763,0.0749858471753512,0.00211888633568454,-0.0239368835721885,-0.0101887834631713,0.00243957396919907,-0.0910116916230405,-0.126847074289925,-0.138600096821247,-0.0815161094701778,-0.0252508469999053,-0.0483087857796503,-0.0730588079985221,-0.0403080329436079,-0.0045798493567206,0.0137225314227057
"4",0.106045398391225,0.151127751362439,0.223729837398306,0.26887453998223,0.141061592134213,-0.00451650415510274,-0.0480869885315447,-0.0381167888820997,-0.0400474885244288,-0.0422335405886895,-0.119579979345816,-0.182883874082239,-0.260554635557121,-0.288638037528037,-0.192653463298638,-0.114368315137439,-0.0878175639988215,-0.0918739868665318,-0.0932212321829434,-0.0854888416322499,-0.0366359375062342,-0.093205292583428,-0.217863981386502,-0.401452389997611,-0.443003723364212,-0.383998499950353,-0.244213488947631,-0.0926976826531003,-0.0371902051377767,-0.0304878740140694,-0.113772846309712,-0.16327024674076,-0.213421317427925,-0.219626461918414,-0.146367732280634,-0.092009462026988,-0.0676721530419011,-0.0704691386740057,-0.0725782767232789,-0.0637257135074565,-0.00444687309309292,-0.000291240148056087,-0.0157612269844079,-0.113309410670167,-0.239628066157758,-0.271818095249586,-0.249913207994983,-0.185408251762416,-0.127151019257138,-0.085707936883284,0.0203654631712331,0.0298517189326335,0.0384600886490083,0.0492919809819685,0.101031711297832,0.1735735388426,0.141776906625563,0.0126563730408276,-0.0476447686417254,-0.0528848789019483,0.0399771455930101,0.0839873265952065,0.158753539779266,0.246440164086518,0.312444543474258,0.415516298211598,0.473853117751903,0.340440475422609,0.196565077365265,0.106504094623565,-0.0968155633543875,-0.179216012930098,-0.307808634582059,-0.42479158800965,-0.389530115757494,-0.347375136023635,-0.305875983031785,-0.181625718530739,-0.0816877887112184,-0.0317348774082729,0.0207426747294386,0.0803418984212958,0.212774121376157,0.38963191801904,0.414019318575031,0.357795665051898,0.269684436429567,0.167595598919689,0.111838834332227,0.0791693328923824,-0.168711156725298,-0.242312513585708,-0.311995419093781,-0.312471421955117,-0.250506597746852,-0.267739387837293,-0.285582381030472,-0.193359332532132,-0.100171318851687,-0.0456621952713847
"5",0.0922665502530971,0.12858135745463,0.193310380283505,0.241410082624001,0.125065793961271,-0.0150824674282254,-0.053516146644207,-0.036850634474127,-0.0313840476746853,-0.0340529152240014,-0.0864416593901768,-0.132331319960158,-0.181035069667857,-0.174950209604062,-0.072577384736545,0.0105869976391288,0.0448892296436511,0.0132746627435851,-0.0242501521287616,-0.0382348901104327,0.00892714165656958,-0.0141947618133709,-0.100492954100946,-0.243805929902602,-0.282346845166457,-0.219572685610433,-0.0899073844491689,0.0173159113852415,0.0320775699718927,0.0153827823833062,-0.0514977666224789,-0.0629420677774,-0.0524403554101062,0.00910389661985939,0.0899433544289909,0.155496579370543,0.194508786231958,0.138094260246932,0.0688257511176362,0.0292743648637492,-0.0540572879522505,-0.0757561908775025,-0.131282526213708,-0.268253650425755,-0.390832037253319,-0.419608800577745,-0.396878383423098,-0.29190581889006,-0.195645746553736,-0.129155604460298,0.0095033321974398,0.0211409902382558,0.0302997631060544,0.0521542740220119,0.125282991525486,0.21784755085792,0.204556952800061,0.0756608068836252,0.000545716517987468,-0.0208368636268961,-0.00284319501351146,0.0268491662792374,0.0757088811219044,0.136844434358925,0.20305144876249,0.311294313641319,0.37512731162698,0.270647184630827,0.153267989024514,0.0810171140809801,-0.112884965733844,-0.199483968424072,-0.339942208437498,-0.468968960072226,-0.430621979461246,-0.385054419553055,-0.34396423558311,-0.212354287276578,-0.100993765670942,-0.0428494850089401,-0.0353601924507691,0.00249567657182049,0.107540915098894,0.261571083469868,0.307658248041085,0.273536676158659,0.205885399755357,0.133401440914032,0.0956899946290299,0.0728982395910703,-0.126925149913769,-0.176541145847232,-0.203461798135479,-0.158161214618909,-0.0889331646058518,-0.0941136630381796,-0.104638653371659,-0.0560555162868696,-0.00701866906116075,0.0183008255013304
"6",0.164645363154748,0.241712116245009,0.370663571661944,0.470842056422706,0.342109013677099,0.193930517153967,0.150075679303516,0.111773166592321,0.0640475494891219,0.0276904243739943,-0.0744339831255495,-0.116066847936465,-0.151983881391966,-0.133551537943323,-0.0294815406160705,0.059506211766499,0.101050886147287,0.0587935318161053,0.0117692552821576,-0.0159345053026934,0.0724518195495737,0.082714309878971,0.0574095554960584,-0.019931920019938,-0.0507250812701893,0.0214468659088008,0.170352137768167,0.220916690342362,0.170621550033138,0.109002918724423,-0.0693029302840214,-0.0886520109272153,-0.094081459250823,-0.0504665666751226,0.0313088914688973,0.0983152647898463,0.13457624665351,0.0888954912692625,0.0371084832658237,0.0101394269509162,-0.0332498435022532,-0.0377559506217629,-0.0659410167763748,-0.164243929873137,-0.266522617280633,-0.2776113623824,-0.242935946858236,-0.169112072371632,-0.108379914735223,-0.0701101621305933,0.0252901196641824,0.0394307367531271,0.0531492574696901,0.070009600759411,0.126639367642273,0.204024324874042,0.176306920987647,0.0437335371007058,-0.024492488416408,-0.0391466180793041,0.0178819533562232,0.0537185701911208,0.114467093060774,0.182961593168059,0.245724968549796,0.348920064577011,0.407408463333821,0.291068475551043,0.16251952545584,0.0865553841230796,-0.0307698129550275,-0.0806985209400443,-0.165742640348477,-0.24516877764367,-0.22232631228511,-0.185684888407182,-0.151004611409494,-0.0786020603959125,-0.0190901180426428,0.00967010168274505,0.0427479208201305,0.11658334804985,0.271425831624245,0.477148477541865,0.515900133531217,0.468173577527884,0.393263768909976,0.268356044844473,0.181042639788497,0.127150539926361,-0.0486769854773657,-0.0611958916105981,-0.0335286514039759,0.0634051874796015,0.129708519861636,0.116105876391527,0.0971996824513267,0.0917616541448804,0.0879514923822509,0.0769270917584143
"7",0.135367873490274,0.197906777720739,0.295845153917372,0.367891996564981,0.23972648371001,0.0884850862252973,0.0306228023686526,0.0157166164699898,-0.00456389438589777,-0.013711957070521,-0.0546515575355341,-0.0847875269275149,-0.107715728523431,-0.073789255030593,0.0309359641427112,0.113267290256327,0.14419589452643,0.0868019160519355,0.0264086308577416,-0.00692593801037038,0.0291007324189164,0.0158344305323141,-0.0420846379057634,-0.152240659436747,-0.180505768587812,-0.104948488111921,0.0497156749679925,0.132715503264921,0.114746719122564,0.0755756501992152,-0.0029013200441708,0.00956017746586851,0.0563952962369047,0.15586594159167,0.240849457012176,0.310180464315442,0.34764374170174,0.246209684354694,0.138650575268495,0.0759058453499256,0.0171839263905129,0.0363483045633863,0.0379680992825659,-0.044178253326916,-0.167866193637785,-0.197625203680575,-0.182463405380276,-0.136323587269384,-0.0912842689815386,-0.0630244812058695,-0.0100077477574063,-0.0156985581775004,-0.02798740950784,-0.041127087934544,0.0173718675947572,0.09837003704124,0.0703566180451878,-0.0357180979290728,-0.0793148913689348,-0.0766375967908905,-0.0708031108979687,-0.0798456254356452,-0.083985217988945,-0.0772790048836126,-0.0135082274230191,0.0917985799630467,0.15834066087877,0.10860702638132,0.0452487209606493,0.00970080197715475,-0.0479417642662065,-0.103324387150382,-0.201743760595455,-0.293054863853724,-0.269653389053234,-0.238406005657041,-0.213489554485641,-0.126852051754817,-0.0500811056157797,-0.0112500107875126,-0.0490932911715305,-0.0240481722799959,0.0622787437798632,0.199256642364427,0.244710147030539,0.203974123917634,0.137022071420371,0.0800988426264722,0.0599682914408848,0.046926921377276,-0.0930060883196442,-0.130898407615415,-0.140000108405675,-0.0751044565504363,-0.00866631647732293,-0.015077522058989,-0.0317275437811553,-0.00194003910824881,0.0258054610488033,0.0365951065924574
"8",0.126997238169693,0.187421605529865,0.285652089485388,0.366915108498543,0.241372399767213,0.086912875601045,0.0412644942643427,0.0220428242307077,-0.000270278769113801,-0.0124787018737156,-0.121219716617987,-0.180556844054748,-0.252793849629526,-0.268997137124206,-0.15755143908637,-0.0599709648686399,-0.0170535165995186,-0.0284945982853337,-0.0467937794971226,-0.0525565834989491,0.0727150065418062,0.0790666087376381,0.0440644302186333,-0.0586527620910528,-0.107184319970223,-0.0504090900391835,0.0731523613005571,0.138178652375862,0.109595214460554,0.0674442699018653,0.0442375971374667,0.0840657589208611,0.172737687234303,0.30978556612298,0.391956330057305,0.455678647208109,0.488632567928587,0.351815059185913,0.208375334015016,0.120737089309259,0.0305410420345818,0.0519769050795845,0.0559741726394874,-0.025591093033849,-0.152919997158696,-0.186000711267325,-0.169800531621977,-0.128645953071729,-0.0886702610214421,-0.0591416822857872,0.0549530838004993,0.0791968239293792,0.103675042771023,0.118128984566903,0.15206156449501,0.211780449247237,0.164764819221397,0.0262052617621229,-0.0416909576176557,-0.0530877630194781,-0.0719751361762983,-0.0819608254308345,-0.0847113994300402,-0.0667553909699827,0.0204181604557846,0.140067970988016,0.219637993190113,0.163514957850155,0.0882982259844832,0.0386698598639767,0.0269956370778853,0.0105894584243721,-0.0225741204743425,-0.0434279237141474,-0.0135072969208246,0.0291082141014333,0.0762697691710615,0.104569681608329,0.106086220628143,0.0934330405812777,-0.0265979805390268,0.00971023359198697,0.107492581859743,0.255711351275842,0.298795567900031,0.257229953837913,0.186462401953067,0.114657478643519,0.0815418093730577,0.0620874771115451,-0.156697966738987,-0.229467103906008,-0.295833847278313,-0.294705735783738,-0.24323242635886,-0.264863530301222,-0.286041207186607,-0.195196325399166,-0.104249069254011,-0.0505971844434948
"9",0.104492223001297,0.153023988255603,0.233221454842086,0.29265192641816,0.179132104777404,0.0408688005842806,0.00690863390722235,0.00828321106070168,-0.00552014985248342,-0.015017535024126,-0.0600735915139937,-0.0952584814243102,-0.129273774347218,-0.111453052615328,-0.0138342011187547,0.0646681424118334,0.0969540126281999,0.0516547465875621,0.00124581514134541,-0.026585422851453,0.044119644322489,0.0434471667945428,0.00350901351538303,-0.0735238189646382,-0.0795000828983033,0.0129293372728334,0.177385056784604,0.234443631264013,0.181541092509406,0.119819036620486,-0.138936801664999,-0.195278315880567,-0.248991268690383,-0.248722624361851,-0.159051730380206,-0.0826292405097248,-0.0356878864314943,-0.0319337038625495,-0.0408561195771548,-0.0410387584437705,0.0236190822619967,0.0399278611961437,0.0374966062501765,-0.0562354349174692,-0.196445216547111,-0.249431315816755,-0.254885915225121,-0.198794936764016,-0.13968674956306,-0.0963639004487837,-0.0248907053140549,-0.0372797886673141,-0.0642619281664539,-0.0872769687302488,-0.0325429989057348,0.0437157766731369,0.0120616175245219,-0.0811844420720305,-0.108105895858655,-0.0945271050815806,0.0121099082938985,0.0448458062836531,0.104002360218612,0.173272676766305,0.235910933789791,0.337912623213919,0.396366277328765,0.278830864329359,0.153753870222886,0.0790447869119932,-0.0214530940868194,-0.0634710059519633,-0.132361519509282,-0.186128495743465,-0.146930596495846,-0.100413743077734,-0.061284972586335,-0.00795482319871645,0.0295941819077794,0.0417292978951146,-0.0435220462652033,-0.0168015435391259,0.0611725320986713,0.177262989761686,0.196699578609503,0.137130332096591,0.048310252512069,0.00287638058476585,0.00455138974672913,0.00946640842852785,-0.0642372365053844,-0.0837279446071718,-0.0709736107175127,0.0110536205464321,0.0746128078100955,0.0594524572712626,0.042153239803191,0.0507014077199089,0.0578127914685622,0.054657357935697
"10",0.127357645146397,0.189140513390253,0.292304436116748,0.373521239575786,0.262829792775437,0.132166647262913,0.101226978590586,0.0843837235815952,0.0480316582861428,0.0205719150409786,-0.118180326523712,-0.18412168675106,-0.259469725156792,-0.280992446218454,-0.177328403028226,-0.095330483387315,-0.0659801456523845,-0.0696483225368499,-0.0766185142243406,-0.0725762330257696,0.0316114765028091,0.0180418962019783,-0.0515716142465297,-0.176379558408916,-0.218705638747009,-0.158609408697093,-0.0238594198316872,0.066112690143936,0.0617803905584778,0.0334112599153623,-0.00474961120159429,0.00665092390506978,0.0545010751033115,0.149992995041785,0.231861592826663,0.297619131711559,0.329608696731014,0.232935018883117,0.132357414350599,0.0682970484202064,0.083605349913084,0.133985688382735,0.183850560851854,0.147134090699263,0.0189778702219424,-0.0150434943226065,-0.00920858087811376,-0.00991607495788772,-0.007377553940529,-0.0111950293961836,-0.00868473049958006,-0.0176900882733387,-0.0375908645480037,-0.056564215631214,-0.00698611299979663,0.0641901419129015,0.0274504325085696,-0.0723925906575077,-0.104546498900455,-0.094975531957463,-0.0415188985231468,-0.0356747383929299,-0.021439240844827,0.00372649011542929,0.0697646326674644,0.178397409683966,0.241593031212987,0.170893349552348,0.0861191709712732,0.0368968444031963,-0.0381469371696775,-0.0893675347720715,-0.171339487677307,-0.241447888608729,-0.211485595918939,-0.164549792411814,-0.120027794798102,-0.0515693819496963,0.000748703480321147,0.0227000315610806,-0.0841869955980046,-0.0767361153057587,-0.0177541097005717,0.0962165907437396,0.147672485494777,0.119877278905237,0.0607984572700309,0.0298942041896963,0.029875975585473,0.0318320757365305,-0.0405191589249136,-0.0543075288563965,-0.0312536792789529,0.0523685056832347,0.0995431225422103,0.0719326573333618,0.0404503758141441,0.0396582727280578,0.0459655078413847,0.0470603431351505
